framework,version,device,op_name,kernel_source,dsa_dtype,num_heads,index_n_heads,index_topk,batch_size,isl,tp_size,step,latency
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,8191,1,1,11.148309071858725
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,16383,1,1,11.761610666910807
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1,32767,1,1,0.458346684773763
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1,65535,1,1,0.5151893297831217
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1,131071,1,1,0.6121919949849447
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,2,32767,1,1,0.46375465393066406
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,2,65535,1,1,0.5255253314971924
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,2,131071,1,1,0.630730668703715
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,4,32767,1,1,0.473685344060262
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,4,65535,1,1,0.5375359853108724
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,4,131071,1,1,0.6566506624221802
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,32767,1,1,0.49211732546488446
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,65535,1,1,0.5679893493652344
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,131071,1,1,0.7032319704691569
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,32767,1,1,0.5192853212356567
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,65535,1,1,0.6096640030543009
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,131071,1,1,0.7735893726348877
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,32767,1,1,0.574944019317627
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,65535,1,1,0.6921172936757406
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,131071,1,1,0.9242346286773682
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,1023,1,1,0.4266986846923828
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,4095,1,1,0.44015999635060626
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,8191,1,1,0.4482133388519287
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,8,16383,1,1,0.4601813157399495
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,1023,1,1,0.4343680143356323
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,4095,1,1,0.45157333215077716
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,8191,1,1,0.4607573350270589
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,16,16383,1,1,0.47546664873758954
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,1023,1,1,0.4580479860305786
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,4095,1,1,0.47941335042317706
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,8191,1,1,0.4930773178736369
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,32,16383,1,1,0.5185920000076294
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,128,1023,1,1,1.54857603708903
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,128,4095,1,1,1.5972906748453777
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,128,8191,1,1,1.63591464360555
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,128,16383,1,1,1.71124267578125
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,1023,1,1,2.772853215535482
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,4095,1,1,2.8676907221476235
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,8191,1,1,2.941823959350586
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,16383,1,1,3.1006078720092773
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,1023,1,1,5.425290425618489
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,4095,1,1,5.582602818806966
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,8191,1,1,5.730560302734375
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,16383,1,1,6.040384292602539
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,1023,1,1,10.521439870198568
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,4095,1,1,10.844565073649088
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,8191,1,1,11.13595708211263
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,16383,1,1,11.751360575358072
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,127,1,1,2.727818806966146
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,255,1,1,2.7321065266927085
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,256,511,1,1,2.7434988021850586
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,127,1,1,5.356735865275065
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,255,1,1,5.365802764892578
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,512,511,1,1,5.387402852376302
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,127,1,1,10.39254379272461
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,255,1,1,10.412256240844727
TRTLLM,1.2.0rc5,NVIDIA H20-3e,dsa_generation,default,bfloat16,128,64,2048,1024,511,1,1,10.452906926472982
